127.0.0.1 - - [20/May/2022:16:47:35 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-includes/js/jquery/ui/slider.min35d0.js?ver=1.12.1 HTTP/1.1" 200 10712
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/plugins/woocommerce/assets/js/accounting/accounting.minaffb.js?ver=0.4.2 HTTP/1.1" 200 3305
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min58a7.js?ver=4.1.1-wc.5.6.2 HTTP/1.1" 200 31191
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min58a7.js?ver=4.1.1-wc.5.6.2 HTTP/1.1" 200 9671
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min4c7e.js?ver=5.6.2 HTTP/1.1" 200 6360
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/plugins/js_composer/assets/lib/flexslider/jquery.flexslider.minbdeb.js?ver=6.7.0 HTTP/1.1" 200 37953
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.png HTTP/1.1" 200 5910
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/33749-original.jpg HTTP/1.1" 200 61283
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/ldstore-lazada1.png HTTP/1.1" 200 54543
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/banner_galaxy_watch3_LTE_byHongTS.jpg HTTP/1.1" 200 271033
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/ldstore-shopee1.png HTTP/1.1" 200 37397
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/8-scaled.jpg HTTP/1.1" 200 549219
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/huongdan4.png HTTP/1.1" 200 3620854
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/fonts/font-electro.woff HTTP/1.1" 200 17196
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/Garmin-Fenix-5x-01.jpg HTTP/1.1" 200 54349
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/fenix-5x-plus-dlc-ti-gray-ldstore.vn-01.png HTTP/1.1" 200 281940
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/fenix-5s-plus-black-image-03-ldstore.vn_.png HTTP/1.1" 200 161379
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/fenix-5-ldstore.vn-01%20(1).jpg HTTP/1.1" 200 42477
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/fenix-5-plus-dlc-black-ldstore.vn-01.png HTTP/1.1" 200 186541
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/garmin-approach-s62-black-image-ldstore-2.png HTTP/1.1" 200 285383
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/fenix-5-ldstore.vn-01.jpg HTTP/1.1" 200 42477
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-gts-3-ldstore-1.jpeg HTTP/1.1" 200 43750
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/Garmin-Fenix-3-Sport-Band-01.jpg HTTP/1.1" 200 42390
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-GTR-rosegold-ldstore-12.png HTTP/1.1" 200 297958
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-GTR-sliver-ldstore-1-s1.jpg HTTP/1.1" 200 66186
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/5042813-SIL19.jpg HTTP/1.1" 200 32629
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.woff HTTP/1.1" 200 104280
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-gtr-3-pro-ldstore-14.png HTTP/1.1" 200 332066
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-stratos-pace-2-ldstore.vn_1.png HTTP/1.1" 200 230535
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit_nexo_marvel_ldstore_1.png HTTP/1.1" 200 117011
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-GTR-42mm-black-ldstore-12.png HTTP/1.1" 200 212184
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-ares-ldstore-1.png HTTP/1.1" 200 120698
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:37 +0700] "GET /LdStore/template/user/images/amazfit-neo-ldstore-2.png HTTP/1.1" 200 95338
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/asus-zenwatch-3-bac-ldstore-1.jpg HTTP/1.1" 200 45981
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/zen3-ldstore-4.png HTTP/1.1" 200 168696
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/asus-zenwatch-3-ldstore.vn-1%20(1).jpg HTTP/1.1" 200 126196
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/ldstore-asus-zenwatch-3-den-1-600x600.jpg HTTP/1.1" 200 34653
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/zenwatch2-ldstore-2.jpg HTTP/1.1" 200 53919
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/Ticwatch-2-GPS-SmartWatch-Bluetooth-4-1-MT2601-802-11b-g-n-Heart-Rate-Monitor-Smartwatch.jpg HTTP/1.1" 200 221901
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/ldstore-asus-zenwatch-3-bac-1.jpg HTTP/1.1" 200 58855
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/mobvoi-ticwatch-pro-4g-lte-ldstore-1.png HTTP/1.1" 200 129443
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/sfsfsdf.jpeg HTTP/1.1" 200 65463
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/ticwatch2sport.jpeg HTTP/1.1" 200 22118
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/s_w470h470-13.jpeg HTTP/1.1" 200 31880
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:40 +0700] "GET /LdStore/template/user/images/s-1-2.jpeg HTTP/1.1" 200 77987
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/202003060303275e61f8530c665.png HTTP/1.1" 200 303697
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/202003120403035e69f383713b1.png HTTP/1.1" 200 691207
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/OPPO-WATCH-1-LDSTORE.png HTTP/1.1" 200 164207
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/OneplusWatch-ldstore-1.png HTTP/1.1" 200 186519
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/galaxy-watch3-ldstore-41mm-4.png HTTP/1.1" 200 307327
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/oppoband_evangelion_ldstore2.png HTTP/1.1" 200 213463
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/Samsung-gear-s3-frontier-ldstore.vn_1.jpg HTTP/1.1" 200 102208
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-xanh-ldstore.vn-2.jpg HTTP/1.1" 200 54358
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/samsung-gears2-classic-rosegold-ldstore-1.jpeg HTTP/1.1" 200 80832
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/galaxywatch3-ldstore-3.png HTTP/1.1" 200 324256
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/user/images/oppo_band_ld_store_2.jpg HTTP/1.1" 200 178429
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 2134
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/vendors/mdi/css/materialdesignicons.min.css HTTP/1.1" 200 123197
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/css/style.css HTTP/1.1" 200 502285
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/vendors/base/vendor.bundle.base.css HTTP/1.1" 200 2444
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/vendors/datatables.net-bs4/dataTables.bootstrap4.css HTTP/1.1" 200 5604
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/vendors/base/vendor.bundle.base.js HTTP/1.1" 200 183772
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/vendors/datatables.net-bs4/dataTables.bootstrap4.js HTTP/1.1" 200 4678
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/vendors/datatables.net/jquery.dataTables.js HTTP/1.1" 200 445792
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/js/off-canvas.js HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/vendors/chart.js/Chart.min.js HTTP/1.1" 200 157843
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/js/template.js HTTP/1.1" 200 1864
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/js/dashboard.js HTTP/1.1" 200 7113
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/js/hoverable-collapse.js HTTP/1.1" 200 806
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/js/dataTables.bootstrap4.js HTTP/1.1" 200 4678
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/js/data-table.js HTTP/1.1" 200 821
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/js/jquery.dataTables.js HTTP/1.1" 200 445792
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/ckeditor/ckeditor.js HTTP/1.1" 200 658347
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Regular.woff2 HTTP/1.1" 200 65916
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:41 +0700] "GET /LdStore/template/admin/images/favicon.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:42 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:42 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:43 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Medium.woff2 HTTP/1.1" 200 66792
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:43 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Light.woff2 HTTP/1.1" 200 65512
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:49 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:50 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22774
0:0:0:0:0:0:0:1 - - [20/May/2022:16:47:50 +0700] "GET /LdStore/template/admin/vendors/mdi/fonts/materialdesignicons-webfont.woff2?v=2.8.94 HTTP/1.1" 200 151728
0:0:0:0:0:0:0:1 - - [20/May/2022:16:48:57 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 28841
0:0:0:0:0:0:0:1 - - [20/May/2022:16:48:57 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Bold.woff2 HTTP/1.1" 200 65972
0:0:0:0:0:0:0:1 - - [20/May/2022:16:48:57 +0700] "GET /LdStore/template/user/images/Approach-S60-01.jpg HTTP/1.1" 200 53170
0:0:0:0:0:0:0:1 - - [20/May/2022:16:50:24 +0700] "GET /LdStore/admin/quan-ly-tin-tuc HTTP/1.1" 200 17089
0:0:0:0:0:0:0:1 - - [20/May/2022:16:55:40 +0700] "GET /LdStore/admin/quan-ly-danh-muc HTTP/1.1" 200 20080
0:0:0:0:0:0:0:1 - - [20/May/2022:16:58:37 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22774
0:0:0:0:0:0:0:1 - - [20/May/2022:17:14:44 +0700] "GET /LdStore/admin/quan-ly-tai-khoan HTTP/1.1" 200 22429
0:0:0:0:0:0:0:1 - - [20/May/2022:17:14:47 +0700] "GET /LdStore/admin/quan-ly-hoa-don HTTP/1.1" 200 24862
0:0:0:0:0:0:0:1 - - [20/May/2022:17:14:47 +0700] "GET /LdStore/admin/quan-ly-danh-muc HTTP/1.1" 200 20080
0:0:0:0:0:0:0:1 - - [20/May/2022:17:14:49 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22774
0:0:0:0:0:0:0:1 - - [20/May/2022:17:14:51 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22774
0:0:0:0:0:0:0:1 - - [20/May/2022:18:09:47 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 2208
0:0:0:0:0:0:0:1 - - [20/May/2022:18:09:49 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2022:18:09:49 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
