127.0.0.1 - - [16/May/2022:11:15:31 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/amazfit_nexo_marvel_ldstore_1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/amazfit-stratos-pace-2-ldstore.vn_1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/amazfit-neo-ldstore-2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/amazfit-gtr-3-pro-ldstore-14.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/amazfit-GTR-rosegold-ldstore-12.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/amazfit-GTR-42mm-black-ldstore-12.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/Amazfit-gtr-2-sport-ldstore-1.png HTTP/1.1" 200 187836
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/huami-amazfit-gtr-2-ldstore-17.png HTTP/1.1" 200 234466
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/amazfit-GTR-sliver-ldstore-1-s1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:33 +0700] "GET /LdStore/template/user/images/Ldstore-favicon.png HTTP/1.1" 200 10766
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:45 +0700] "GET /LdStore/template/user/images/zen3-ldstore-4.png HTTP/1.1" 200 168696
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:45 +0700] "GET /LdStore/template/user/images/asus-zenwatch-3-ldstore.vn-1%20(1).jpg HTTP/1.1" 200 126196
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:45 +0700] "GET /LdStore/template/user/images/asus-zenwatch-3-bac-ldstore-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:45 +0700] "GET /LdStore/template/user/images/ldstore-asus-zenwatch-3-den-1-600x600.jpg HTTP/1.1" 200 34653
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:45 +0700] "GET /LdStore/template/user/images/ldstore-asus-zenwatch-3-bac-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:45 +0700] "GET /LdStore/template/user/images/zenwatch2-ldstore-2.jpg HTTP/1.1" 200 53919
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/ticwatch2sport.jpeg HTTP/1.1" 200 22118
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/sfsfsdf.jpeg HTTP/1.1" 200 65463
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/ticwatch2black-ldstore-4.jpeg HTTP/1.1" 200 33671
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/s_w470h470-13.jpeg HTTP/1.1" 200 31880
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/s-1-2.jpeg HTTP/1.1" 200 77987
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/mobvoi-ticwatch-pro-4g-lte-ldstore-1.png HTTP/1.1" 200 129443
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/OPPO-WATCH-1-LDSTORE.png HTTP/1.1" 200 164207
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/OneplusWatch-ldstore-1.png HTTP/1.1" 200 186519
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/oppo_band_ld_store_2.jpg HTTP/1.1" 200 178429
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/oppoband_evangelion_ldstore2.png HTTP/1.1" 200 213463
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/202003120403035e69f383713b1.png HTTP/1.1" 200 691207
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/202003060303275e61f8530c665.png HTTP/1.1" 200 303697
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/galaxy-watch-41mm-lte-1.png HTTP/1.1" 200 232334
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/Samsung-GearS3-Classic-ldstore.vn_1.jpg HTTP/1.1" 200 131388
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-xanh-ldstore.vn-2.jpg HTTP/1.1" 200 54358
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/samsung-galaxy-active-2-rose-gold-ldstore-2.jpg HTTP/1.1" 200 414249
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-den-ldstore.vn-2.jpg HTTP/1.1" 200 63988
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-bac-ldstore.vn-2.jpg HTTP/1.1" 200 49307
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/Gallery-Active2-LTE-44mm-Silver-11.png HTTP/1.1" 200 361222
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/galaxywatch3-ldstore-3.png HTTP/1.1" 200 324256
0:0:0:0:0:0:0:1 - - [16/May/2022:11:15:46 +0700] "GET /LdStore/template/user/images/samsung-galaxy-active-2-40mm-esim.png HTTP/1.1" 200 280627
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 2134
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/vendors/mdi/css/materialdesignicons.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/vendors/base/vendor.bundle.base.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/vendors/datatables.net-bs4/dataTables.bootstrap4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/vendors/base/vendor.bundle.base.js HTTP/1.1" 200 183772
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/vendors/chart.js/Chart.min.js HTTP/1.1" 200 157843
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/vendors/datatables.net/jquery.dataTables.js HTTP/1.1" 200 445792
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/vendors/datatables.net-bs4/dataTables.bootstrap4.js HTTP/1.1" 200 4678
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/js/off-canvas.js HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/ckeditor/ckeditor.js HTTP/1.1" 200 658347
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/js/hoverable-collapse.js HTTP/1.1" 200 806
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/js/dashboard.js HTTP/1.1" 200 7113
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/js/template.js HTTP/1.1" 200 1864
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/js/data-table.js HTTP/1.1" 200 821
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/js/dataTables.bootstrap4.js HTTP/1.1" 200 4678
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/js/jquery.dataTables.js HTTP/1.1" 200 445792
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Regular.woff2 HTTP/1.1" 200 65916
0:0:0:0:0:0:0:1 - - [16/May/2022:11:16:00 +0700] "GET /LdStore/template/admin/images/favicon.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:02 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:04 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:04 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Medium.woff2 HTTP/1.1" 200 66792
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:04 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Light.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:13 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:13 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3922
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:24 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:25 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6263
0:0:0:0:0:0:0:1 - - [16/May/2022:11:18:26 +0700] "GET /LdStore/template/admin/vendors/mdi/fonts/materialdesignicons-webfont.woff2?v=2.8.94 HTTP/1.1" 200 151728
0:0:0:0:0:0:0:1 - - [16/May/2022:11:19:42 +0700] "GET /LdStore/admin/tai-khoan HTTP/1.1" 200 10636
0:0:0:0:0:0:0:1 - - [16/May/2022:11:19:42 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Bold.woff2 HTTP/1.1" 200 65972
0:0:0:0:0:0:0:1 - - [16/May/2022:11:24:34 +0700] "GET /LdStore/admin/tai-khoan/doi-mat-khau HTTP/1.1" 200 8591
0:0:0:0:0:0:0:1 - - [16/May/2022:11:33:55 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 27928
0:0:0:0:0:0:0:1 - - [16/May/2022:11:33:55 +0700] "GET /LdStore/template/user/images/Approach-S60-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:33:57 +0700] "GET /LdStore/admin/chi-tiet-san-pham/261 HTTP/1.1" 200 17041
0:0:0:0:0:0:0:1 - - [16/May/2022:11:33:58 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Black.woff2 HTTP/1.1" 200 66148
0:0:0:0:0:0:0:1 - - [16/May/2022:11:33:59 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 27928
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:00 +0700] "GET /LdStore/admin/cap-nhat-san-pham/261 HTTP/1.1" 200 19519
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/config.js?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/skins/moono-lisa/editor.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/lang/vi.js?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/styles.js?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/plugins/scayt/skins/moono-lisa/scayt.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/plugins/scayt/dialogs/dialog.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/plugins/dialog/styles/dialog.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/plugins/tableselection/styles/tableselection.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/plugins/wsc/skins/moono-lisa/wsc.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/skins/moono-lisa/icons.png?t=1aa21195b HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:01 +0700] "GET /LdStore/template/admin/ckeditor/contents.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:04 +0700] "GET /LdStore/admin/them-san-pham HTTP/1.1" 200 16917
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:04 +0700] "GET /LdStore/template/user/images/none-icon-0.jpg HTTP/1.1" 200 38258
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:07 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6263
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:10 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6263
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:12 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:12 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:26 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:11:34:27 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 6263
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:32 +0700] "GET /LdStore/ HTTP/1.1" 200 283222
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:32 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:33 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:33 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:33 +0700] "GET /LdStore/template/user/images/Amazfit-gtr-2-sport-ldstore-1.png HTTP/1.1" 200 187836
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:33 +0700] "GET /LdStore/template/user/images/9cfff2c4b993ecea7b5ac0f71d555ad9-2_27d8abd3-a096-4ed6-b086-f6f468ee218e_1.jpeg HTTP/1.1" 200 35403
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:33 +0700] "GET /LdStore/template/user/images/amazfit-gts-3-ldstore-1.jpeg HTTP/1.1" 200 43750
0:0:0:0:0:0:0:1 - - [16/May/2022:11:38:33 +0700] "GET /LdStore/template/user/images/trexpro-xanh-ldstore-1-1.png HTTP/1.1" 200 1115830
0:0:0:0:0:0:0:1 - - [16/May/2022:11:41:55 +0700] "GET /LdStore/tin-tuc HTTP/1.1" 200 76985
0:0:0:0:0:0:0:1 - - [16/May/2022:11:41:55 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:41:56 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:41:56 +0700] "GET /LdStore/template/user/images/change-language-amazfit-nexo-10.jpg HTTP/1.1" 200 54509
0:0:0:0:0:0:0:1 - - [16/May/2022:11:41:56 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:46:28 +0700] "GET /LdStore/cua-hang HTTP/1.1" 200 120177
0:0:0:0:0:0:0:1 - - [16/May/2022:11:46:28 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:46:28 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:46:29 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:11:46:29 +0700] "GET /LdStore/template/user/images/huami-amazfit-gtr-2-ldstore-17.png HTTP/1.1" 200 234466
0:0:0:0:0:0:0:1 - - [16/May/2022:11:46:29 +0700] "GET /LdStore/template/user/images/amazfit-ares-ldstore-1.png HTTP/1.1" 200 120698
0:0:0:0:0:0:0:1 - - [16/May/2022:11:46:29 +0700] "GET /LdStore/template/user/images/amazfit-gts2-ldstore-6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:17 +0700] "GET /LdStore/gio-hang HTTP/1.1" 200 75622
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:17 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:17 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:17 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:18 +0700] "GET /LdStore/dang-ky HTTP/1.1" 200 80149
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:18 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:18 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:18 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:19 +0700] "GET /LdStore/dang-nhap HTTP/1.1" 200 77761
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:19 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:20 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:20 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:26 +0700] "POST /LdStore/dang-nhap HTTP/1.1" 200 283340
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:26 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:26 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:26 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:27 +0700] "GET /LdStore/template/user/images/asus-zenwatch-3-ldstore.vn-1%20(1).jpg HTTP/1.1" 200 126196
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:27 +0700] "GET /LdStore/template/user/images/ldstore-asus-zenwatch-3-den-1-600x600.jpg HTTP/1.1" 200 34653
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:27 +0700] "GET /LdStore/template/user/images/zenwatch2-ldstore-2.jpg HTTP/1.1" 200 53919
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:27 +0700] "GET /LdStore/template/user/images/zen3-ldstore-4.png HTTP/1.1" 200 168696
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:28 +0700] "GET /LdStore/product/269 HTTP/1.1" 200 112102
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:28 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:28 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:28 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:29 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-regular-400.woff HTTP/1.1" 200 16772
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:29 +0700] "GET /LdStore/template/user/images/Garmin-Approach-S20-02.jpg HTTP/1.1" 200 42772
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:29 +0700] "GET /LdStore/template/user/images/4d7f9e74de6ff79ddb95313263cbee96_9000487141075976766.jpg HTTP/1.1" 200 2557524
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:29 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:34 +0700] "GET /LdStore/product/267 HTTP/1.1" 200 112270
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:34 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:34 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:34 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:34 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:35 +0700] "GET /LdStore/AddCart/267? HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:35 +0700] "GET /LdStore/product/267 HTTP/1.1" 200 112243
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:35 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
