127.0.0.1 - - [12/May/2022:22:43:59 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/May/2022:22:44:01 +0700] "GET /LdStore/template/user/images/9cfff2c4b993ecea7b5ac0f71d555ad9-2_27d8abd3-a096-4ed6-b086-f6f468ee218e_1.jpeg HTTP/1.1" 200 35403
0:0:0:0:0:0:0:1 - - [12/May/2022:22:44:01 +0700] "GET /LdStore/template/user/images/amazfit_nexo_marvel_ldstore_1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:44:01 +0700] "GET /LdStore/template/user/images/trexpro-xanh-ldstore-1-1.png HTTP/1.1" 200 1115830
0:0:0:0:0:0:0:1 - - [12/May/2022:22:44:01 +0700] "GET /LdStore/template/user/images/amazfit-GTR-sliver-ldstore-1-s1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:11 +0700] "GET /LdStore/template/user/images/zenwatch2-ldstore-2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:11 +0700] "GET /LdStore/template/user/images/asus-zenwatch-3-bac-ldstore-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:11 +0700] "GET /LdStore/template/user/images/asus-zenwatch-3-ldstore.vn-1%20(1).jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:11 +0700] "GET /LdStore/template/user/images/zen3-ldstore-4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:11 +0700] "GET /LdStore/template/user/images/ldstore-asus-zenwatch-3-den-1-600x600.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:11 +0700] "GET /LdStore/template/user/images/ldstore-asus-zenwatch-3-bac-1.jpg HTTP/1.1" 200 58855
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/s-1-2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/ticwatch2black-ldstore-4.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/Ticwatch-2-GPS-SmartWatch-Bluetooth-4-1-MT2601-802-11b-g-n-Heart-Rate-Monitor-Smartwatch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/ticwatch1-ldstore-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/s_w470h470-13.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/sfsfsdf.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/oppoband_evangelion_ldstore2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/OPPO-WATCH-1-LDSTORE.png HTTP/1.1" 200 164207
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/OneplusWatch-ldstore-1.png HTTP/1.1" 200 186519
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/oppo_band_ld_store_2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/202003060303275e61f8530c665.png HTTP/1.1" 200 303697
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:12 +0700] "GET /LdStore/template/user/images/202003120403035e69f383713b1.png HTTP/1.1" 200 691207
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/galaxywatch3-ldstore-3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-xanh-ldstore.vn-2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/Gears2-ldstore-9.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/galaxy-watch-42mm-sm-r810-ldstore-7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/samsung-gear-sport-black-front-ldstore.vn_1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/samsung-galaxy-active-2-rose-gold-ldstore-2.jpg HTTP/1.1" 200 414249
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-den-ldstore.vn-2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/galaxy-watch-3-lte-ldstore-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:13 +0700] "GET /LdStore/template/user/images/samsung-galaxy-active-2-40mm-esim.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:26 +0700] "GET /LdStore/chinh-sach-bao-hanh HTTP/1.1" 200 80777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:26 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:26 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:27 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:29 +0700] "GET /LdStore/chinh-sach-bao-mat HTTP/1.1" 200 80507
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:29 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:30 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:30 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:32 +0700] "GET /LdStore/chinh-sach-doi-tra HTTP/1.1" 200 76303
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:32 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:32 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:32 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:34 +0700] "GET /LdStore/chinh-sach-van-chuyen HTTP/1.1" 200 76316
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:34 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:34 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:34 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:36 +0700] "GET /LdStore/quy-dinh-thanh-toan HTTP/1.1" 200 76316
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:36 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:36 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:36 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:39 +0700] "GET /LdStore/gioi-thieu HTTP/1.1" 200 76539
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:39 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:40 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:40 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:41 +0700] "GET /LdStore/cua-hang HTTP/1.1" 200 147332
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:41 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:41 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:42 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:42 +0700] "GET /LdStore/template/user/images/amazfit-gts2-ldstore-6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:42 +0700] "GET /LdStore/template/user/images/amazfit-stratos-pace-2-ldstore.vn_1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:42 +0700] "GET /LdStore/template/user/images/amazfit-gts-3-ldstore-1.jpeg HTTP/1.1" 200 43750
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:42 +0700] "GET /LdStore/template/user/images/mobvoi-ticwatch-pro-4g-lte-ldstore-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:42 +0700] "GET /LdStore/template/user/images/Amazfit-gtr-2-sport-ldstore-1.png HTTP/1.1" 200 187836
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:42 +0700] "GET /LdStore/template/user/images/amazfit-gtr-3-pro-ldstore-14.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:43 +0700] "GET /LdStore/tin-tuc HTTP/1.1" 200 76985
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:43 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:43 +0700] "GET /LdStore/template/user/images/change-language-amazfit-nexo-10.jpg HTTP/1.1" 200 54509
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:43 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:45:43 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:04 +0700] "GET /LdStore/product/213 HTTP/1.1" 200 112046
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:04 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:04 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:04 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:05 +0700] "GET /LdStore/template/user/images/Gallery-Active2-LTE-44mm-Silver-11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:05 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-regular-400.woff HTTP/1.1" 200 16772
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:05 +0700] "GET /LdStore/template/user/images/samsung-gears2-classic-rosegold-ldstore-1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:05 +0700] "GET /LdStore/template/user/images/4d7f9e74de6ff79ddb95313263cbee96_9000487141075976766.jpg HTTP/1.1" 200 2557524
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:05 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-46mm-ldstore_2%20(1).jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:05 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:06 +0700] "GET /LdStore/cua-hang/?s=6 HTTP/1.1" 200 138846
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:06 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:06 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:06 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-bac-ldstore.vn-2.jpg HTTP/1.1" 200 49307
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/galaxy-watch3-ldstore-41mm-4.png HTTP/1.1" 200 307327
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/galaxy-watch-41mm-lte-1.png HTTP/1.1" 200 232334
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-active-sm-r500-hong-ldstorevn-2.jpg HTTP/1.1" 200 53056
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-46mm-ldstore_2.jpeg HTTP/1.1" 200 60611
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-ldstore_2.jpeg HTTP/1.1" 200 43393
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/samsung-galaxy-watch-rosegold-ldstore_2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/Samsung-Gear-Fit-2-Pro-ldstore-3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/Samsung-GearS3-Classic-ldstore.vn_1.jpg HTTP/1.1" 200 131388
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:07 +0700] "GET /LdStore/template/user/images/Samsung-gear-s3-frontier-ldstore.vn_1.jpg HTTP/1.1" 200 102208
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:09 +0700] "GET /LdStore/product/189 HTTP/1.1" 200 111738
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:09 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:09 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:09 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:09 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:11 +0700] "GET /LdStore/product/270 HTTP/1.1" 200 111595
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:11 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:11 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:12 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:12 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:14 +0700] "GET /LdStore/cua-hang/?s=1 HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:14 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:14 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:14 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:17 +0700] "GET /LdStore/cua-hang/?s=1&order=popularity HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:17 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:17 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:17 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:19 +0700] "GET /LdStore/cua-hang/?s=1&order=date HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:19 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:19 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:19 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:20 +0700] "GET /LdStore/cua-hang/?s=1&order=price HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:20 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:20 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:21 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:22 +0700] "GET /LdStore/cua-hang/?s=1&order=price-desc HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:22 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:22 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:22 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:24 +0700] "GET /LdStore/cua-hang/?s=1&order=menu_order HTTP/1.1" 200 114768
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:24 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:24 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:46:24 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:49 +0700] "GET /LdStore/cua-hang/?s=1&order=popularity HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:49 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:49 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:49 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:50 +0700] "GET /LdStore/cua-hang/?s=1&order=date HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:50 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:50 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:50 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:52 +0700] "GET /LdStore/cua-hang/?s=1&order=price HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:52 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
